[13.0, 3.623572364449501, 'mstags_line', 0.0, 1.0, 0.0, 1.0]
[14.0, 5.4241104125976563, 'mstags_guitar', 0.0, 1.0, 0.0, 1.0]
[17.0, 6.3556616604328156, 'mstags_team', 0.0, 1.0, 0.0, 1.0]
[17.0, 14.678605496883392, 'mstags_mammal', 0.058823529411764705, 0.94117647058823528, 0.063903540777135268, 0.93609645922286477]
[38.0, 36.608575701713562, 'mstags_man', 0.10526315789473684, 0.89473684210526316, 0.10499745500570538, 0.89500254499429466]
[56.0, 54.716817140579224, 'mstags_wall', 0.125, 0.875, 0.12535195855894166, 0.87464804144105834]
[13.0, 11.990044772624969, 'mstags_beach', 0.15384615384615385, 0.84615384615384615, 0.16238792833774734, 0.8376120716622526]
[51.0, 3.6112472442910075, 'mstags_crowd', 0.15686274509803921, 0.84313725490196079, 0.12327819920029998, 0.87672180079970008]
[12.0, 9.9517634510993958, 'mstags_yellow', 0.16666666666666666, 0.83333333333333337, 0.13611330446284514, 0.86388669553715491]
[18.0, 17.145953297615051, 'mstags_animal', 0.16666666666666666, 0.83333333333333337, 0.16169780910652853, 0.83830219089347147]
[24.0, 18.026905298233032, 'mstags_black', 0.16666666666666666, 0.83333333333333337, 0.16092016723484087, 0.83907983276515918]
[68.0, 19.218293145298958, 'mstags_close', 0.17647058823529413, 0.82352941176470584, 0.17811706736120225, 0.82188293263879775]
[11.0, 9.3192322850227356, 'mstags_window', 0.18181818181818182, 0.81818181818181823, 0.19815732538783162, 0.8018426746121684]
[11.0, 9.8774129599332809, 'mstags_snow', 0.18181818181818182, 0.81818181818181823, 0.19238830272118057, 0.80761169727881943]
[103.0, 87.796321332454681, 'mstags_standing', 0.22330097087378642, 0.77669902912621358, 0.21816753229147512, 0.78183246770852488]
[108.0, 72.699191868305206, 'mstags_people', 0.23148148148148148, 0.76851851851851849, 0.22572966560533009, 0.77427033439466997]
[30.0, 20.377725273370743, 'mstags_suit', 0.23333333333333334, 0.76666666666666672, 0.21565879353953984, 0.78434120646046013]
[12.0, 2.5394345670938492, 'mstags_staring', 0.25, 0.75, 0.25754770890019618, 0.74245229109980382]
[15.0, 5.1152142286300659, 'mstags_pretty', 0.26666666666666666, 0.73333333333333328, 0.26474318279015285, 0.73525681720984715]
[37.0, 25.74936543405056, 'mstags_sign', 0.27027027027027029, 0.72972972972972971, 0.28007079259556628, 0.71992920740443367]
[11.0, 0.75245057512074709, 'mstags_night_sky', 0.27272727272727271, 0.72727272727272729, 0.27895550747404019, 0.72104449252595981]
[23.0, 10.433766812086105, 'mstags_dark', 0.30434782608695654, 0.69565217391304346, 0.26697060325935867, 0.73302939674064138]
[23.0, 22.398995041847229, 'mstags_ground', 0.30434782608695654, 0.69565217391304346, 0.30377308368603084, 0.69622691631396916]
[13.0, 11.771923363208771, 'mstags_mountain', 0.30769230769230771, 0.69230769230769229, 0.29135677758463524, 0.7086432224153647]
